transaction_id,customer_id,transaction_amount,transaction_date,transaction_type,merchant_category,location
789,161,72034.98,2024-05-29 19:53:52,debit,pharmacy,Mumbai
790,197,283999.48,2024-04-10 10:05:20,debit,travel,Bangalore
791,125,12759.0,2024-05-11 07:16:29,credit,restaurant,Mumbai
792,161,173730.85,2024-04-07 17:26:55,debit,electronics,Hyderabad
793,182,47248.85,2024-04-17 14:21:03,debit,grocery,Kolkata
794,129,234331.8,2024-05-11 14:12:56,credit,electronics,Hyderabad
795,172,158705.42,2024-05-06 14:41:48,debit,grocery,Chennai
796,101,295008.3,2024-05-31 19:42:31,credit,travel,Delhi
797,116,262740.12,2024-04-28 14:53:03,credit,restaurant,Hyderabad
798,196,112343.21,2024-04-01 10:42:03,credit,petrol,Delhi
799,118,126971.25,2024-04-13 12:38:25,debit,petrol,Delhi
800,176,182208.21,2024-05-09 23:47:42,credit,petrol,Delhi
801,110,51154.58,2024-04-01 01:33:28,credit,petrol,Mumbai
802,101,210341.16,2024-04-26 00:57:50,debit,grocery,Ahmedabad
803,140,74067.7,2024-05-25 01:46:45,credit,jewelry,Ahmedabad
804,126,271698.39,2024-05-25 21:43:36,credit,restaurant,Delhi
805,116,199432.76,2024-04-30 09:17:31,debit,pharmacy,Bangalore
806,145,169860.92,2024-04-16 20:43:18,debit,pharmacy,Kolkata
807,152,31348.29,2024-05-20 03:00:52,debit,jewelry,Chennai
808,198,230048.07,2024-05-18 16:56:03,credit,restaurant,Delhi
809,182,99574.67,2024-05-29 11:16:56,debit,grocery,Bangalore
810,137,170703.8,2024-05-19 16:16:15,credit,grocery,Hyderabad
811,164,255530.14,2024-04-13 09:04:27,credit,petrol,Mumbai
812,195,15684.6,2024-05-01 13:20:51,credit,pharmacy,Chennai
813,118,104701.12,2024-05-24 23:07:24,credit,restaurant,Ahmedabad
814,173,133506.69,2024-05-01 06:47:26,credit,pharmacy,Mumbai
815,151,188555.99,2024-05-18 23:44:48,debit,electronics,Hyderabad
816,125,88264.71,2024-05-16 01:52:23,credit,restaurant,Hyderabad
817,116,264203.38,2024-05-03 06:58:12,debit,jewelry,Chennai
818,122,113221.94,2024-05-25 01:48:16,debit,jewelry,Delhi
819,184,165155.33,2024-04-18 00:08:12,credit,grocery,Hyderabad
820,101,252820.01,2024-05-21 18:46:33,debit,petrol,Hyderabad
821,117,117523.74,2024-04-18 02:29:32,credit,restaurant,Kolkata
822,177,90125.42,2024-05-03 06:44:01,debit,jewelry,Hyderabad
823,114,214459.57,2024-04-05 08:40:54,debit,grocery,Chennai
824,118,263113.59,2024-05-20 21:48:58,credit,grocery,Kolkata
825,161,131952.82,2024-04-21 01:42:26,debit,travel,Chennai
826,116,38603.89,2024-05-19 07:49:25,debit,electronics,Mumbai
827,150,140781.49,2024-05-22 17:39:31,debit,grocery,Pune
828,119,9186.07,2024-04-17 19:18:13,credit,restaurant,Delhi
829,169,237238.36,2024-05-30 13:52:17,credit,travel,Delhi
830,101,250008.3,2024-05-20 11:59:41,credit,restaurant,Kolkata
831,173,236936.34,2024-05-16 02:59:48,credit,grocery,Mumbai
832,194,293798.44,2024-05-26 12:52:23,debit,petrol,Mumbai
833,182,72545.28,2024-05-22 14:54:35,credit,restaurant,Ahmedabad
834,199,31750.02,2024-04-20 00:21:48,credit,petrol,Chennai
835,106,30476.98,2024-05-08 09:19:59,credit,jewelry,Bangalore
836,197,142462.71,2024-05-27 14:30:56,credit,travel,Bangalore
837,140,151823.53,2024-04-13 11:40:30,debit,jewelry,Hyderabad
838,188,4475.64,2024-05-26 00:10:32,credit,electronics,Bangalore
839,194,192285.62,2024-05-03 06:50:16,credit,grocery,Ahmedabad
840,197,138353.02,2024-04-22 08:49:00,credit,jewelry,Chennai
841,102,205565.88,2024-05-03 08:01:24,debit,restaurant,Kolkata
842,122,39803.74,2024-04-15 17:18:04,debit,travel,Hyderabad
843,145,54682.07,2024-05-07 05:05:36,debit,petrol,Ahmedabad
844,164,283953.79,2024-05-02 16:33:12,credit,pharmacy,Ahmedabad
845,180,164817.5,2024-05-27 16:35:07,credit,electronics,Pune
846,190,72341.66,2024-04-30 14:42:13,debit,electronics,Kolkata
847,161,272450.93,2024-05-15 17:19:12,credit,restaurant,Ahmedabad
848,167,175025.65,2024-04-24 14:49:38,credit,pharmacy,Kolkata
849,101,67354.43,2024-04-11 09:48:30,debit,grocery,Kolkata
850,174,204337.26,2024-04-06 03:10:08,credit,electronics,Chennai
851,126,242699.27,2024-04-28 21:03:55,debit,grocery,Chennai
852,148,103670.28,2024-05-06 20:40:01,credit,pharmacy,Hyderabad
853,104,134713.09,2024-05-09 20:45:32,debit,grocery,Kolkata
854,126,112379.48,2024-05-07 08:25:34,credit,travel,Kolkata
855,126,24792.46,2024-05-05 07:55:58,debit,jewelry,Kolkata
856,137,293765.57,2024-04-27 19:26:53,credit,jewelry,Delhi
857,191,192296.23,2024-04-18 09:26:34,debit,travel,Bangalore
858,129,55366.52,2024-05-08 11:39:34,debit,petrol,Kolkata
859,127,156336.53,2024-04-28 05:28:47,credit,travel,Hyderabad
860,195,271829.46,2024-04-13 08:53:04,credit,grocery,Pune
861,179,291992.96,2024-04-25 09:02:50,credit,restaurant,Mumbai
862,182,163231.41,2024-05-12 13:33:18,credit,restaurant,Ahmedabad
863,197,276586.51,2024-05-19 20:13:55,debit,restaurant,Pune
864,116,172997.47,2024-04-23 01:10:14,debit,petrol,Mumbai
865,116,266626.37,2024-04-13 19:04:31,credit,travel,Bangalore
866,174,81119.59,2024-05-12 15:41:03,debit,pharmacy,Hyderabad
867,105,152122.17,2024-05-06 20:24:34,debit,jewelry,Delhi
868,104,27719.84,2024-04-19 23:50:35,credit,petrol,Bangalore
869,180,95548.42,2024-05-27 22:57:01,debit,restaurant,Kolkata
870,190,215701.29,2024-04-08 16:18:24,credit,pharmacy,Delhi
871,191,133358.9,2024-04-23 00:31:03,debit,petrol,Chennai
872,101,99381.39,2024-04-04 13:32:21,credit,electronics,Hyderabad
873,143,77375.99,2024-05-07 08:28:00,debit,pharmacy,Bangalore
874,131,45000.32,2024-05-08 16:25:20,debit,jewelry,Bangalore
875,176,261834.49,2024-05-28 05:40:30,debit,travel,Hyderabad
876,170,20527.64,2024-05-06 04:25:58,credit,pharmacy,Hyderabad
877,105,207810.86,2024-05-21 23:52:31,credit,electronics,Hyderabad
878,145,233628.94,2024-05-06 03:09:46,credit,electronics,Chennai
879,196,57671.33,2024-04-30 07:50:13,credit,travel,Kolkata
880,184,174242.13,2024-05-19 23:37:27,debit,petrol,Delhi
881,117,102630.89,2024-04-22 15:07:53,debit,grocery,Bangalore
882,173,10972.98,2024-05-10 03:49:59,credit,grocery,Bangalore
883,127,254035.58,2024-05-18 03:31:26,credit,restaurant,Pune
884,130,246207.4,2024-05-28 23:31:00,debit,travel,Bangalore
885,140,195546.0,2024-05-14 03:35:36,debit,grocery,Kolkata
886,199,220461.06,2024-05-13 21:59:55,debit,jewelry,Hyderabad
887,165,131190.62,2024-05-01 13:16:22,credit,pharmacy,Pune
888,179,73868.96,2024-05-12 21:26:29,credit,restaurant,Kolkata
889,164,228198.86,2024-05-09 01:43:11,debit,electronics,Ahmedabad
890,111,147862.88,2024-04-16 18:56:54,debit,pharmacy,Ahmedabad
891,182,107008.29,2024-05-04 18:49:10,debit,jewelry,Bangalore
892,149,169902.64,2024-05-04 14:42:40,debit,travel,Pune
893,180,251251.16,2024-04-17 14:10:41,credit,restaurant,Bangalore
894,126,44029.65,2024-05-18 04:12:20,credit,pharmacy,Hyderabad
895,177,197920.12,2024-04-12 09:30:50,credit,electronics,Pune
896,193,258040.4,2024-05-05 00:20:37,debit,travel,Mumbai
897,196,50898.83,2024-05-13 02:21:47,credit,jewelry,Delhi
898,111,147863.73,2024-05-17 15:57:44,credit,restaurant,Chennai
899,183,20836.65,2024-04-13 04:18:44,credit,grocery,Kolkata
900,130,31195.51,2024-05-12 15:04:12,debit,travel,Ahmedabad
901,117,175814.46,2024-05-23 15:29:28,debit,petrol,Bangalore
902,198,86713.78,2024-05-26 13:37:04,credit,jewelry,Ahmedabad
903,176,206436.81,2024-04-07 19:47:10,debit,pharmacy,Delhi
904,197,115677.1,2024-04-18 05:14:59,debit,electronics,Mumbai
905,198,27558.97,2024-05-20 12:18:55,credit,petrol,Ahmedabad
906,194,272049.4,2024-05-12 04:41:31,credit,electronics,Delhi
907,118,217641.77,2024-05-19 11:45:42,credit,travel,Delhi
908,159,202291.94,2024-05-23 18:24:47,debit,grocery,Hyderabad
909,177,96949.75,2024-04-05 12:58:27,credit,jewelry,Mumbai
910,181,151019.08,2024-04-24 09:27:39,debit,restaurant,Pune
911,143,217187.31,2024-04-24 22:52:43,credit,petrol,Ahmedabad
912,177,293497.16,2024-05-22 06:17:31,debit,electronics,Pune
913,110,102358.17,2024-04-24 04:45:18,credit,travel,Kolkata
914,161,148408.81,2024-05-24 11:31:06,debit,petrol,Kolkata
915,130,64185.24,2024-05-06 21:45:52,debit,electronics,Pune
916,121,177251.19,2024-05-14 04:11:07,debit,electronics,Chennai
917,145,11801.39,2024-05-17 09:49:23,credit,jewelry,Mumbai
918,129,125409.85,2024-05-09 09:01:39,debit,grocery,Ahmedabad
919,116,98579.21,2024-04-22 23:26:10,debit,jewelry,Bangalore
920,186,240343.07,2024-05-24 23:54:00,debit,pharmacy,Pune
921,116,61481.76,2024-04-29 17:58:07,debit,pharmacy,Ahmedabad
922,101,274546.76,2024-05-06 11:23:19,debit,grocery,Kolkata
923,129,42664.72,2024-04-04 05:05:36,debit,travel,Chennai
924,182,148814.47,2024-04-11 17:16:47,credit,jewelry,Chennai
925,140,174728.23,2024-04-21 14:33:03,debit,pharmacy,Delhi
926,127,281483.03,2024-04-21 09:14:42,credit,petrol,Delhi
927,196,115585.26,2024-05-01 06:56:35,debit,jewelry,Ahmedabad
928,105,179364.49,2024-04-03 10:51:05,credit,petrol,Bangalore
929,130,207484.93,2024-05-22 02:03:59,debit,restaurant,Hyderabad
930,161,119166.79,2024-04-20 07:35:45,debit,grocery,Delhi
931,139,139885.43,2024-05-08 10:54:39,credit,grocery,Kolkata
932,176,193160.66,2024-05-14 15:37:01,debit,travel,Delhi
933,143,48666.63,2024-05-17 14:37:25,credit,restaurant,Mumbai
934,193,33679.45,2024-05-05 13:32:54,debit,jewelry,Ahmedabad
935,182,96136.35,2024-04-15 08:24:30,credit,grocery,Chennai
936,117,230844.09,2024-04-15 22:54:49,credit,travel,Ahmedabad
937,188,68495.74,2024-05-31 20:21:04,credit,electronics,Ahmedabad
938,137,251611.83,2024-05-21 21:56:42,debit,grocery,Delhi
939,149,244176.64,2024-05-09 23:38:35,debit,restaurant,Bangalore
940,173,17840.18,2024-05-31 23:24:31,debit,petrol,Bangalore
941,176,51865.61,2024-04-14 17:57:44,debit,restaurant,Chennai
942,130,156275.13,2024-05-05 03:11:03,credit,pharmacy,Ahmedabad
943,188,131577.47,2024-05-07 02:58:39,debit,electronics,Mumbai
944,174,159360.24,2024-04-18 23:25:24,credit,petrol,Ahmedabad
945,122,114829.45,2024-04-16 13:34:13,debit,restaurant,Kolkata
946,179,120382.79,2024-04-04 20:29:51,credit,jewelry,Delhi
947,193,53995.07,2024-05-18 04:08:45,debit,travel,Chennai
948,145,76810.75,2024-05-23 06:20:04,debit,grocery,Hyderabad
949,125,150677.88,2024-05-28 22:58:14,debit,grocery,Chennai
950,194,111223.68,2024-04-30 16:20:37,debit,grocery,Bangalore
951,131,67019.88,2024-05-06 12:57:34,debit,travel,Bangalore
952,134,32315.5,2024-04-07 02:21:56,credit,travel,Ahmedabad
953,194,255322.36,2024-04-24 15:59:54,credit,grocery,Ahmedabad
954,102,286879.5,2024-05-14 12:33:01,credit,travel,Chennai
955,194,106782.23,2024-04-30 22:32:15,credit,pharmacy,Hyderabad
956,188,272294.07,2024-05-05 08:54:18,debit,restaurant,Delhi
957,199,33615.56,2024-04-14 23:19:01,credit,electronics,Chennai
958,182,62529.25,2024-04-18 10:14:09,credit,petrol,Ahmedabad
959,193,38805.74,2024-05-23 01:58:40,credit,pharmacy,Bangalore
960,176,252895.25,2024-04-24 18:44:24,debit,grocery,Kolkata
961,181,159600.31,2024-04-26 06:13:19,credit,grocery,Mumbai
962,174,214881.58,2024-04-16 01:15:09,debit,electronics,Chennai
963,105,48178.63,2024-04-27 20:26:55,credit,restaurant,Hyderabad
964,104,279385.04,2024-04-05 21:10:19,credit,petrol,Kolkata
965,165,97932.75,2024-04-30 05:27:53,debit,grocery,Delhi
966,173,122411.46,2024-04-21 21:25:10,debit,pharmacy,Chennai
967,102,41292.45,2024-05-07 18:55:52,debit,pharmacy,Ahmedabad
968,104,248362.85,2024-04-16 02:04:33,credit,electronics,Mumbai
969,176,229929.39,2024-04-17 12:32:11,credit,electronics,Delhi
970,164,225931.38,2024-04-09 20:42:49,credit,pharmacy,Hyderabad
971,190,19161.76,2024-04-12 18:50:21,credit,petrol,Ahmedabad
972,182,166392.29,2024-05-05 23:10:51,credit,pharmacy,Kolkata
973,184,88736.37,2024-04-29 23:23:10,credit,pharmacy,Ahmedabad
974,173,284107.88,2024-04-26 03:20:06,debit,jewelry,Kolkata
975,182,12402.43,2024-04-14 05:01:52,credit,restaurant,Mumbai
976,137,218729.87,2024-05-19 17:26:27,debit,electronics,Bangalore
977,161,140445.71,2024-04-29 05:21:55,credit,electronics,Mumbai
978,176,243222.57,2024-04-30 08:52:08,debit,electronics,Kolkata
979,125,110582.17,2024-04-18 01:39:45,credit,pharmacy,Mumbai
980,122,257480.11,2024-05-21 13:08:19,debit,restaurant,Kolkata
981,101,158900.47,2024-05-22 10:59:20,debit,electronics,Mumbai
982,145,222602.93,2024-05-24 06:37:29,debit,jewelry,Chennai
983,194,86205.44,2024-04-09 18:42:07,credit,pharmacy,Kolkata
984,151,20551.85,2024-05-26 07:49:32,credit,jewelry,Bangalore
985,169,80034.43,2024-05-12 20:17:08,credit,pharmacy,Delhi
986,182,242523.13,2024-04-05 02:05:47,debit,electronics,Mumbai
987,143,200249.8,2024-05-04 05:06:51,credit,travel,Mumbai
988,104,23081.13,2024-04-20 00:35:28,debit,grocery,Chennai
989,154,112901.17,2024-04-04 16:30:34,credit,pharmacy,Mumbai
990,183,197647.97,2024-04-25 21:42:51,debit,electronics,Bangalore
991,159,170678.61,2024-05-03 00:28:17,credit,electronics,Chennai
992,159,25048.17,2024-05-08 20:59:32,debit,pharmacy,Ahmedabad
993,174,202029.56,2024-05-04 09:32:27,debit,travel,Delhi
994,197,161303.19,2024-05-03 07:14:07,debit,restaurant,Mumbai
995,167,20975.35,2024-04-18 19:19:06,debit,pharmacy,Pune
996,184,263943.28,2024-05-27 00:59:23,debit,travel,Ahmedabad
997,117,262639.99,2024-04-26 00:46:53,debit,grocery,Kolkata
998,190,128946.73,2024-04-09 00:31:09,credit,pharmacy,Hyderabad
999,184,28186.19,2024-04-13 05:49:39,debit,petrol,Mumbai
1000,105,56061.21,2024-04-16 13:01:17,debit,jewelry,Ahmedabad
